sector_id,episode_id,map_number,sector_x,sector_y
1241,3,5,5,2
1242,3,5,5,3
1243,3,5,5,4
1244,3,5,6,-10
1245,3,5,6,-9
1246,3,5,6,-8
1247,3,5,6,-1
1248,3,5,6,0
1249,3,5,6,1
1250,3,5,6,2
1251,3,5,6,3
1252,3,5,6,4
1253,3,5,7,-10
1254,3,5,7,-9
1255,3,5,7,-8
1256,3,5,7,0
1257,3,5,7,2
1258,3,5,7,3
1259,3,5,7,4
1260,3,5,8,-10
1261,3,5,8,-9
1262,3,5,8,-8
1263,3,5,8,4
1264,3,5,9,-10
1265,3,5,9,-9
1266,3,5,9,-8
1267,3,5,10,-17
1268,3,5,10,-16
1269,3,5,10,-11
1270,3,5,10,-10
1271,3,5,11,-19
1272,3,5,11,-18
1273,3,5,11,-17
1274,3,5,11,-16
1275,3,5,11,-15
1276,3,5,11,-14
1277,3,5,11,-12
1278,3,5,11,-11
1279,3,5,11,-10
1280,3,5,12,-19
1281,3,5,12,-18
1282,3,5,12,-17
1283,3,5,12,-16
1284,3,5,12,-15
1285,3,5,12,-14
1286,3,5,12,-13
1287,3,5,12,-12
1288,3,5,12,-11
1289,3,5,13,-17
1290,3,5,13,-16
1291,4,4,-8,-10
1292,4,4,-8,-9
1293,4,4,-8,-8
1294,4,4,-8,-7
1295,4,4,-8,-6
1296,4,4,-8,-5
1297,4,4,-7,-12
1298,4,4,-7,-11
1299,4,4,-7,-10
1300,4,4,-7,-9
1301,4,4,-7,-8
1302,4,4,-7,-7
1303,4,4,-7,-6
1304,4,4,-7,-5
1305,4,4,-7,-4
1306,4,4,-7,-3
1307,4,4,-7,2
1308,4,4,-7,3
1309,4,4,-7,4
1310,4,4,-6,-13
1311,4,4,-6,-12
1312,4,4,-6,-10
1313,4,4,-6,-4
1314,4,4,-6,-3
1315,4,4,-6,1
1316,4,4,-6,2
1317,4,4,-6,3
1318,4,4,-6,4
1319,4,4,-6,5
1320,4,4,-6,6
1321,4,4,-6,7
1322,4,4,-6,8
1323,4,4,-6,9
1324,4,4,-5,-13
1325,4,4,-5,-12
1326,4,4,-5,-11
1327,4,4,-5,-10
1328,4,4,-5,-9
1329,4,4,-5,-8
1330,4,4,-5,-3
1331,4,4,-5,-2
1332,4,4,-5,1
1333,4,4,-5,3
1334,4,4,-5,4
1335,4,4,-5,5
1336,4,4,-5,6
1337,4,4,-5,7
1338,4,4,-5,8
1339,4,4,-5,9
1340,4,4,-4,-12
1341,4,4,-4,-11
1342,4,4,-4,-10
1343,4,4,-4,-9
1344,4,4,-4,-8
1345,4,4,-4,-7
1346,4,4,-4,-3
1347,4,4,-4,-2
1348,4,4,-4,-1
1349,4,4,-4,0
1350,4,4,-4,1
1351,4,4,-4,2
1352,4,4,-4,3
1353,4,4,-4,8
1354,4,4,-3,-7
1355,4,4,-3,-3
1356,4,4,-3,-2
1357,4,4,-3,-1
1358,4,4,-3,0
1359,4,4,-3,1
1360,4,4,-3,2
1361,4,4,-3,3
1362,4,4,-3,4
1363,4,4,-3,8
1364,4,4,-3,9
1365,4,4,-2,-7
1366,4,4,-2,-6
1367,4,4,-2,-3
1368,4,4,-2,-2
1369,4,4,-2,-1
1370,4,4,-2,0
1371,4,4,-2,1
1372,4,4,-2,2
1373,4,4,-2,3
1374,4,4,-2,4
1375,4,4,-2,8
1376,4,4,-2,9
1377,4,4,-1,-13
1378,4,4,-1,-7
1379,4,4,-1,-6
1380,4,4,-1,-5
1381,4,4,-1,-3
1382,4,4,-1,-2
1383,4,4,-1,-1
1384,4,4,-1,0
1385,4,4,-1,1
1386,4,4,-1,2
1387,4,4,-1,3
1388,4,4,-1,4
1389,4,4,-1,5
1390,4,4,-1,8
1391,4,4,-1,9
1392,4,4,0,-13
1393,4,4,0,-12
1394,4,4,0,-7
1395,4,4,0,-6
1396,4,4,0,-5
1397,4,4,0,-3
1398,4,4,0,-2
1399,4,4,0,-1
1400,4,4,0,0
1401,4,4,0,1
1402,4,4,0,2
1403,4,4,0,3
1404,4,4,0,4
1405,4,4,0,5
1406,4,4,0,6
1407,4,4,0,7
1408,4,4,1,-13
1409,4,4,1,-12
1410,4,4,1,-7
1411,4,4,1,-6
1412,4,4,1,-5
1413,4,4,1,0
1414,4,4,1,1
1415,4,4,1,2
1416,4,4,1,3
1417,4,4,1,4
1418,4,4,1,5
1419,4,4,1,6
1420,4,4,1,7
1421,4,4,2,-13
1422,4,4,2,-12
1423,4,4,2,-7
1424,4,4,2,-6
1425,4,4,2,-5
1426,4,4,2,-1
1427,4,4,2,0
1428,4,4,2,1
1429,4,4,2,2
1430,4,4,2,3
1431,4,4,2,5
1432,4,4,3,-14
1433,4,4,3,-13
1434,4,4,3,-12
1435,4,4,3,-11
1436,4,4,3,-1
1437,4,4,3,0
1438,4,4,3,1
1439,4,4,3,2
1440,4,4,3,3
1441,4,4,3,5
1442,4,4,4,-14
1443,4,4,4,-13
1444,4,4,4,-11
1445,4,4,4,-1
1446,4,4,4,0
1447,4,4,4,1
1448,4,4,4,2
1449,4,4,4,3
1450,4,4,4,4
1451,4,4,5,-11
1452,4,4,5,-10
1453,4,4,5,-1
1454,4,4,5,0
1455,4,4,5,1
1456,4,4,5,2
1457,4,4,5,3
1458,4,4,5,4
1459,4,4,6,-10
1460,4,4,6,-9
1461,4,4,6,-8
1462,4,4,6,-1
1463,4,4,6,0
1464,4,4,6,1
1465,4,4,6,2
1466,4,4,6,3
1467,4,4,6,4
1468,4,4,7,-10
1469,4,4,7,-9
1470,4,4,7,-8
1471,4,4,7,0
1472,4,4,7,2
1473,4,4,7,3
1474,4,4,7,4
1475,4,4,8,-10
1476,4,4,8,-9
1477,4,4,8,-8
1478,4,4,8,4
1479,4,4,9,-10
1480,4,4,9,-9
1481,4,4,9,-8
1482,4,4,10,-17
1483,4,4,10,-16
1484,4,4,10,-11
1485,4,4,10,-10
1486,4,4,11,-19
1487,4,4,11,-18
1488,4,4,11,-17
1489,4,4,11,-16
1490,4,4,11,-15
1491,4,4,11,-14
1492,4,4,11,-12
1493,4,4,11,-11
1494,4,4,11,-10
1495,4,4,12,-19
1496,4,4,12,-18
1497,4,4,12,-17
1498,4,4,12,-16
1499,4,4,12,-15
1500,4,4,12,-14
1501,4,4,12,-13
1502,4,4,12,-12
1503,4,4,12,-11
1504,4,4,13,-17
1505,4,4,13,-16
1506,4,5,-8,-10
1507,4,5,-8,-9
1508,4,5,-8,-8
1509,4,5,-8,-7
1510,4,5,-8,-6
1511,4,5,-8,-5
1512,4,5,-7,-12
1513,4,5,-7,-11
1514,4,5,-7,-10
1515,4,5,-7,-9
1516,4,5,-7,-8
1517,4,5,-7,-7
1518,4,5,-7,-6
1519,4,5,-7,-5
1520,4,5,-7,-4
1521,4,5,-7,-3
1522,4,5,-7,2
1523,4,5,-7,3
1524,4,5,-7,4
1525,4,5,-6,-13
1526,4,5,-6,-12
1527,4,5,-6,-10
1528,4,5,-6,-4
1529,4,5,-6,-3
1530,4,5,-6,1
1531,4,5,-6,2
1532,4,5,-6,3
1533,4,5,-6,4
1534,4,5,-6,5
1535,4,5,-6,6
1536,4,5,-6,7
1537,4,5,-6,8
1538,4,5,-6,9
1539,4,5,-5,-13
1540,4,5,-5,-12
1541,4,5,-5,-11
1542,4,5,-5,-10
1543,4,5,-5,-9
1544,4,5,-5,-8
1545,4,5,-5,-3
1546,4,5,-5,-2
1547,4,5,-5,1
1548,4,5,-5,3
1549,4,5,-5,4
1550,4,5,-5,5
1551,4,5,-5,6
1552,4,5,-5,7
1553,4,5,-5,8
1554,4,5,-5,9
1555,4,5,-4,-12
1556,4,5,-4,-11
1557,4,5,-4,-10
1558,4,5,-4,-9
1559,4,5,-4,-8
1560,4,5,-4,-7
1561,4,5,-4,-3
1562,4,5,-4,-2
1563,4,5,-4,-1
1564,4,5,-4,0
1565,4,5,-4,1
1566,4,5,-4,2
1567,4,5,-4,3
1568,4,5,-4,8
1569,4,5,-3,-7
1570,4,5,-3,-3
1571,4,5,-3,-2
1572,4,5,-3,-1
1573,4,5,-3,0
1574,4,5,-3,1
1575,4,5,-3,2
1576,4,5,-3,3
1577,4,5,-3,4
1578,4,5,-3,8
1579,4,5,-3,9
1580,4,5,-2,-7
1581,4,5,-2,-6
1582,4,5,-2,-3
1583,4,5,-2,-2
1584,4,5,-2,-1
1585,4,5,-2,0
1586,4,5,-2,1
1587,4,5,-2,2
1588,4,5,-2,3
1589,4,5,-2,4
1590,4,5,-2,8
1591,4,5,-2,9
1592,4,5,-1,-13
1593,4,5,-1,-7
1594,4,5,-1,-6
1595,4,5,-1,-5
1596,4,5,-1,-3
1597,4,5,-1,-2
1598,4,5,-1,-1
1599,4,5,-1,0
1600,4,5,-1,1
1601,4,5,-1,2
1602,4,5,-1,3
1603,4,5,-1,4
1604,4,5,-1,5
1605,4,5,-1,8
1606,4,5,-1,9
1607,4,5,0,-13
1608,4,5,0,-12
1609,4,5,0,-7
1610,4,5,0,-6
1611,4,5,0,-5
1612,4,5,0,-3
1613,4,5,0,-2
1614,4,5,0,-1
1615,4,5,0,0
1616,4,5,0,1
1617,4,5,0,2
1618,4,5,0,3
1619,4,5,0,4
1620,4,5,0,5
1621,4,5,0,6
1622,4,5,0,7
1623,4,5,1,-13
1624,4,5,1,-12
1625,4,5,1,-7
1626,4,5,1,-6
1627,4,5,1,-5
1628,4,5,1,0
1629,4,5,1,1
1630,4,5,1,2
1631,4,5,1,3
1632,4,5,1,4
1633,4,5,1,5
1634,4,5,1,6
1635,4,5,1,7
1636,4,5,2,-13
1637,4,5,2,-12
1638,4,5,2,-7
1639,4,5,2,-6
1640,4,5,2,-5
1641,4,5,2,-1
1642,4,5,2,0
1643,4,5,2,1
1644,4,5,2,2
1645,4,5,2,3
1646,4,5,2,5
1647,4,5,3,-14
1648,4,5,3,-13
1649,4,5,3,-12
1650,4,5,3,-11
1651,4,5,3,-1
1652,4,5,3,0
1653,4,5,3,1
1654,4,5,3,2
1655,4,5,3,3
1656,4,5,3,5
1657,4,5,4,-14
1658,4,5,4,-13
1659,4,5,4,-11
1660,4,5,4,-1
1661,4,5,4,0
1662,4,5,4,1
1663,4,5,4,2
1664,4,5,4,3
1665,4,5,4,4
1666,4,5,5,-11
1667,4,5,5,-10
1668,4,5,5,-1
1669,4,5,5,0
1670,4,5,5,1
1671,4,5,5,2
1672,4,5,5,3
1673,4,5,5,4
1674,4,5,6,-10
1675,4,5,6,-9
1676,4,5,6,-8
1677,4,5,6,-1
1678,4,5,6,0
1679,4,5,6,1
1680,4,5,6,2
1681,4,5,6,3
1682,4,5,6,4
1683,4,5,7,-10
1684,4,5,7,-9
1685,4,5,7,-8
1686,4,5,7,0
1687,4,5,7,2
1688,4,5,7,3
1689,4,5,7,4
1690,4,5,8,-10
1691,4,5,8,-9
1692,4,5,8,-8
1693,4,5,8,4
1694,4,5,9,-10
1695,4,5,9,-9
1696,4,5,9,-8
1697,4,5,10,-17
1698,4,5,10,-16
1699,4,5,10,-11
1700,4,5,10,-10
1701,4,5,11,-19
1702,4,5,11,-18
1703,4,5,11,-17
1704,4,5,11,-16
1705,4,5,11,-15
1706,4,5,11,-14
1707,4,5,11,-12
1708,4,5,11,-11
1709,4,5,11,-10
1710,4,5,12,-19
1711,4,5,12,-18
1712,4,5,12,-17
1713,4,5,12,-16
1714,4,5,12,-15
1715,4,5,12,-14
1716,4,5,12,-13
1717,4,5,12,-12
1718,4,5,12,-11
1719,4,5,13,-17
1720,4,5,13,-16
